,Ngành,Total-M,YOY,Total-YOY,YTD-YOY,Date,Month,PreMonth,MOM
40,SP từ kim loại thường khác,278.176547,4.737016068024147,278.176547,4.737016068024147,2025-01-29,2025-01,2024-12,-9.930869189881278
41,"Điện tử, máy tính và linh kiện",9733.604053,13.818115791209436,9733.604053,13.818115791209436,2025-01-29,2025-01,2024-12,4.413347736108975
42,Hàng điện gia dụng và linh kiện,198.943163,5.856962391291077,198.943163,5.856962391291077,2025-01-29,2025-01,2024-12,-4.786130430398231
43,Điện thoại và linh kiện,856.154712,-3.795688936118566,856.154712,-3.795688936118566,2025-01-29,2025-01,2024-12,-12.096406344272012
44,"Máy ảnh, máy quay phim và linh kiện",177.082473,-18.213891997622824,177.082473,-18.213891997622824,2025-01-29,2025-01,2024-12,-9.311782990613608
45,"Máy móc thiết bị, dụng cụ PT khác",3993.369147,0.13889407525830677,3993.369147,0.13889407525830677,2025-01-29,2025-01,2024-12,-14.771257409998682
46,Dây điện và cáp điện,307.721679,13.773271973596636,307.721679,13.773271973596636,2025-01-29,2025-01,2024-12,-11.66174165573672
47,Ô tô,536.350574,11.278830512217269,536.350574,11.278830512217269,2025-01-29,2025-01,2024-12,-31.46157801640932
48,Trong đó: Nguyên chiếc(*),163.189344,16.950129316088237,163.189344,16.950129316088237,2025-01-29,2025-01,2024-12,-46.24352728735015
49,Phương tiện vận tải khác và PT,64.300157,-46.84653672057125,64.300157,-46.84653672057125,2025-01-29,2025-01,2024-12,-75.2703388611042
50,TỔNG TRỊ GIÁ,35005.006915,19.233182814215084,380763.672762,16.670573454485634,2024-12-29,2024-12,2024-11,7.157090993969433
51,Khu vực kinh tế trong nước,13999.343756999999,27.746998267439807,140113.589138,19.450550520973337,2024-12-29,2024-12,2024-11,13.126010157575749
52,Khu vực có vốn đầu tư NN,21005.663158,14.16247949135871,240650.083624,15.110793458688065,2024-12-29,2024-12,2024-11,3.5169680563768964
53,Thủy sản,306.119172,37.964610332208935,2637.046058,1.7921768083712095,2024-12-29,2024-12,2024-11,26.89787999381113
54,Sữa và sản phẩm sữa,99.231052,-1.9336458042320714,1128.503279,-2.836411217336945,2024-12-29,2024-12,2024-11,
55,Rau quả,304.277033,74.7215523243697,2426.976389,23.706222943361695,2024-12-29,2024-12,2024-11,21.408222145983785
56,Hạt điều,184.735768,49.94925115378504,3223.959468,0.7085349967705241,2024-12-29,2024-12,2024-11,32.529443567470764
57,Lúa mỳ,100.890792,-48.59924829754624,1577.557648,1.15953238443322,2024-12-29,2024-12,2024-11,-0.5666150551429467
58,Ngô,343.294691,-1.0726489985871552,3041.235041,6.067792847675207,2024-12-29,2024-12,2024-11,-2.6822446803904683
59,Đậu tương,110.579486,-8.63973609467888,1127.137843,-3.610021546546008,2024-12-29,2024-12,2024-11,
60,Dầu mỡ động thực vật,142.204237,8.845047617524074,1391.370521,4.500902357822611,2024-12-29,2024-12,2024-11,4.896324543039839
61,Chế phẩm thực phẩm khác,123.137642,25.336306529497207,1346.517049,8.64871100313185,2024-12-29,2024-12,2024-11,
62,Thức ăn gia súc và NPL,456.998003,26.85179672726261,4900.014049,-1.0457332327698055,2024-12-29,2024-12,2024-11,8.662907588916994
63,Quặng và khoáng sản khác,233.9986,-10.863133064577724,2851.551671,20.536799529393974,2024-12-29,2024-12,2024-11,5.871349334393486
64,Than đá,593.089551,-5.000481685355922,7632.593546,6.564665857791496,2024-12-29,2024-12,2024-11,44.09181307253698
65,Dầu thô,636.960522,-21.64295308557604,8114.728501,14.617833061441488,2024-12-29,2024-12,2024-11,32.05325714940267
66,Xăng dầu,836.519217,58.90898401915564,7984.143198,-4.568250382747365,2024-12-29,2024-12,2024-11,48.15736096871328
67,Khí đốt hóa lỏng,138.052771,-8.009828284550252,2044.353801,31.548704696587038,2024-12-29,2024-12,2024-11,-24.831676155072728
68,Sản phẩm khác từ dầu mỏ,183.484127,23.588857382791346,1698.05241,3.88528207188412,2024-12-29,2024-12,2024-11,54.02638650724282
69,Hóa chất,710.704765,2.2644374657567568,8286.275483,7.260788820819755,2024-12-29,2024-12,2024-11,10.452741773944624
70,Sản phẩm hoá chất,699.246125,4.3092076795004886,7735.131753,1.7034582720896196,2024-12-29,2024-12,2024-11,5.647861257754869
71,Tân dược,518.165974,77.33234988068708,4399.432452,27.854008011529245,2024-12-29,2024-12,2024-11,68.56328944226763
72,Phân bón,124.34325,-17.85083285080603,1713.849391,20.964505635446713,2024-12-29,2024-12,2024-11,-20.82556843737558
73,"Chất thơm, mỹ phẩm và chế phẩm vệ sinh",132.969644,23.44952294527714,1433.102329,17.39355057903353,2024-12-29,2024-12,2024-11,
74,Chất dẻo,1115.656038,38.751653262737534,11780.250718,20.706288362594293,2024-12-29,2024-12,2024-11,8.519761741442267
75,Sản phẩm chất dẻo,833.222659,28.33774813500804,8853.908825,17.919649750879557,2024-12-29,2024-12,2024-11,5.087123369359148
76,Cao su,380.030584,50.0485429170964,3002.289957,33.26084813478721,2024-12-29,2024-12,2024-11,15.636660828540101
77,Sản phẩm từ cao su,105.477075,29.99066045183656,1089.360229,18.574959156298092,2024-12-29,2024-12,2024-11,
78,Gỗ và sản phẩm gỗ,257.341223,38.461870685341154,2754.224592,26.80724590465185,2024-12-29,2024-12,2024-11,11.398345873588795
79,Giấy các loại,209.007037,20.464811485344,2242.866222,13.143796434350392,2024-12-29,2024-12,2024-11,7.477543027815557
80,Sản phẩm từ giấy,104.997168,31.78754837408121,1102.022228,20.944715545006858,2024-12-29,2024-12,2024-11,
81,Bông,233.376725,-3.233977224098197,2884.358855,1.8253643803749924,2024-12-29,2024-12,2024-11,0.6001010851656332
82,Sợi dệt,238.312729,21.428454818059905,2713.18466,23.79618130022409,2024-12-29,2024-12,2024-11,1.7702599693677001
83,Vải,1330.217118,16.372640812479915,14905.285657,14.484116271643103,2024-12-29,2024-12,2024-11,3.1595496798190794
84,"Nguyên PL dệt, may, giày dép",643.601847,22.111835602574928,7149.363477,19.30184518260232,2024-12-29,2024-12,2024-11,6.399467192144954
85,Thủy tinh và các SP từ thủy tinh,120.063745,-17.332598397200258,1498.582254,-9.111206424376945,2024-12-29,2024-12,2024-11,
86,Phế liệu sắt thép,210.833561,36.87142156952393,1812.121242,9.897417582082994,2024-12-29,2024-12,2024-11,38.423144678460574
87,Sắt thép,1080.66539,24.69268131227092,12583.390915,20.643071472261923,2024-12-29,2024-12,2024-11,5.145153768143686
88,Sản phẩm từ sắt thép,609.842971,29.610963930664838,6489.89162,21.55954947359129,2024-12-29,2024-12,2024-11,4.599946329497982
89,Kim loại thường khác,902.31296,30.6397495912166,9554.45219,25.275661444998903,2024-12-29,2024-12,2024-11,8.079832829790917
90,SP từ kim loại thường khác,308.84782,46.872061438331855,3203.83325,41.7000128829884,2024-12-29,2024-12,2024-11,5.5590974582536745
91,"Điện tử, máy tính và linh kiện",9322.183671,14.912060663639366,107053.346813,21.69959800326818,2024-12-29,2024-12,2024-11,0.690729265130301
92,Hàng điện gia dụng và linh kiện,208.94347,35.91758366253802,2237.301301,21.064581287853514,2024-12-29,2024-12,2024-11,27.99318068755258
93,Điện thoại và linh kiện,973.970092,34.06902173549537,10403.85122,18.923660119392636,2024-12-29,2024-12,2024-11,0.46521837570716684
94,"Máy ảnh, máy quay phim và linh kiện",195.265139,-12.855854926052643,2207.53399,-1.8113509258016762,2024-12-29,2024-12,2024-11,9.66010765299805
95,"Máy móc thiết bị, dụng cụ PT khác",4685.472325,20.877900390122164,48887.832424,17.59002526818736,2024-12-29,2024-12,2024-11,5.740749334554678
96,Dây điện và cáp điện,348.344743,46.63290967730646,3404.328983,32.48110060023032,2024-12-29,2024-12,2024-11,9.521361820262626
97,Ô tô,782.5545999999999,42.962151833601354,8482.260239,22.112862912796487,2024-12-29,2024-12,2024-11,-7.946102861797527
98,Trong đó: Nguyên chiếc(*),303.571525,72.24438566806813,3618.183875,27.60744539062614,2024-12-29,2024-12,2024-11,-19.241856723951287
99,Phương tiện vận tải khác và PT,260.012285,110.81924745544072,1675.679421,44.655534013162,2024-12-29,2024-12,2024-11,75.96496148207476
100,TỔNG TRỊ GIÁ,32667,9.811321322825094,345622.247848,16.371327075393367,2024-11-29,2024-11,2024-10,-2.778549302720876
101,Khu vực kinh tế trong nước,12375,15.202350765564063,126055.98680800002,18.54079004408223,2024-11-29,2024-11,2024-10,-2.38850575594752
102,Khu vực có vốn đầu tư NN,20292,6.764259410737367,219566.26104,15.161317191643576,2024-11-29,2024-11,2024-10,-3.0148894788847542
103,Thủy sản,241.232692,5.8933209324418385,2330.630264,-1.6086627411048084,2024-11-29,2024-11,2024-10,7.854064112447318
104,Rau quả,250.623086,46.89308969245968,2122.83933,18.74447290532993,2024-11-29,2024-11,2024-10,18.349364684897537
105,Hạt điều,139.392246,-5.450574305758664,3039.231641,-1.2620469814233104,2024-11-29,2024-11,2024-10,-36.847963234880176
106,Lúa mỳ,101.465712,30.152512815439792,1476.65607,8.323385916862918,2024-11-29,2024-11,2024-10,
107,Ngô,352.756483,113.3066335378175,2697.536278,7.034941955257423,2024-11-29,2024-11,2024-10,-2.186549484415295
108,Dầu mỡ động thực vật,135.566463,14.74090692675081,1249.140684,4.02612088352447,2024-11-29,2024-11,2024-10,
109,Thức ăn gia súc và NPL,420.564858,30.84737741013143,4440.65937,-3.285957679311082,2024-11-29,2024-11,2024-10,4.173162985725128
110,Quặng và khoáng sản khác,221.021647,-5.7151370591673185,2614.919224,24.330839027192866,2024-11-29,2024-11,2024-10,-14.163660585401644
111,Than đá,411.605308,-39.165872023727744,7035.843547,7.613008886629686,2024-11-29,2024-11,2024-10,-10.748948584240395
112,Dầu thô,482.351239,-17.21920228735894,7483.613685,19.414573892148795,2024-11-29,2024-11,2024-10,-22.417879319063857
113,Xăng dầu,564.61536,10.14934108041517,7152.489518,-8.768387084097967,2024-11-29,2024-11,2024-10,-14.323397568475855
114,Khí đốt hóa lỏng,183.658174,51.5287622824313,1908.650444,35.944471619720474,2024-11-29,2024-11,2024-10,-0.26613501967601394
115,Sản phẩm khác từ dầu mỏ,119.125126,-11.829554678326659,1514.050521,1.8820052997708103,2024-11-29,2024-11,2024-10,
116,Hóa chất,643.44692,-4.230778076313996,7575.878222,7.759062062131733,2024-11-29,2024-11,2024-10,-0.6551785666365362
117,Sản phẩm hoá chất,661.864913,-4.188838503501103,7027.606588,1.332209382982839,2024-11-29,2024-11,2024-10,4.033128186282681
118,Tân dược,307.401437,-10.265491875217563,3881.987425,23.285414062210165,2024-11-29,2024-11,2024-10,-29.075480460268537
119,Phân bón,157.049754,13.163818159690408,1588.807465,25.55204045473826,2024-11-29,2024-11,2024-10,-1.0150807495087832
120,Chất dẻo,1028.067165,14.316450296647204,10603.750175,18.406647345085787,2024-11-29,2024-11,2024-10,2.105449736461182
121,Sản phẩm chất dẻo,792.887494,14.996785456294077,8015.90315,16.86381423087782,2024-11-29,2024-11,2024-10,5.75648439659237
122,Cao su,328.641956,38.47804700327521,2622.392007,31.141205863666045,2024-11-29,2024-11,2024-10,2.5913841269085367
123,Gỗ và sản phẩm gỗ,231.009914,14.129580286669551,2497.07223,25.726138833797236,2024-11-29,2024-11,2024-10,-2.079147317054307
124,Giấy các loại,194.465775,3.1486837012177062,2031.003137,12.283672432596276,2024-11-29,2024-11,2024-10,-1.0006477529827862
125,Bông,231.984583,-2.0854310655229966,2650.936812,2.2944644638848644,2024-11-29,2024-11,2024-10,-0.3550790654027196
126,Sợi dệt,234.167358,20.089277643998727,2474.764868,24.02369379114397,2024-11-29,2024-11,2024-10,-1.3892303174354907
127,Vải,1289.475499,9.633098040052175,13572.827239,14.283480623936981,2024-11-29,2024-11,2024-10,-2.044388187253716
128,"Nguyên PL dệt, may, giày dép",604.891983,13.522074018015061,6492.790106,18.793542369390792,2024-11-29,2024-11,2024-10,-4.27507439257775
129,Phế liệu sắt thép,152.310917,5.444705052734307,1606.330277,7.45525095603503,2024-11-29,2024-11,2024-10,24.335117655202836
130,Sắt thép,1027.784307,-2.9344315672066585,11505.778744,20.308017182809678,2024-11-29,2024-11,2024-10,-31.884170708639274
131,Sản phẩm từ sắt thép,583.024172,11.657393977972319,5878.299542,20.745463673733326,2024-11-29,2024-11,2024-10,2.81213911602822
132,Kim loại thường khác,834.857842,21.621475465947654,8653.530776,24.76157147554838,2024-11-29,2024-11,2024-10,1.845554770704311
133,SP từ kim loại thường khác,292.582854,21.491185320812306,2895.07113,41.17384181603373,2024-11-29,2024-11,2024-10,12.537294683366667
134,"Điện tử, máy tính và linh kiện",9258.234337,8.918546429373265,97731.006827,22.388965588128144,2024-11-29,2024-11,2024-10,-1.6045768225298787
135,Hàng điện gia dụng và linh kiện,163.245783,14.34837300897091,2027.905856,19.690251235881647,2024-11-29,2024-11,2024-10,2.1838981358020675
136,Điện thoại và linh kiện,969.459986,6.871327403892337,9429.860671,17.55182571852771,2024-11-29,2024-11,2024-10,-9.502033630645158
137,"Máy ảnh, máy quay phim và linh kiện",178.063968,-24.839254096154605,2012.388091,-0.5828661858470809,2024-11-29,2024-11,2024-10,-6.918308035238368
138,"Máy móc thiết bị, dụng cụ PT khác",4431.094308,18.058455670074267,44209.466249,17.27081310247958,2024-11-29,2024-11,2024-10,3.145979771799915
139,Dây điện và cáp điện,318.061004,26.792581569098502,3054.524486,30.976919682653005,2024-11-29,2024-11,2024-10,5.696021574229263
140,Ô tô,850.1048020000001,40.03546717099928,7700.198645999999,20.337030228035303,2024-11-29,2024-11,2024-10,-7.514317632397564
141,Trong đó: Nguyên chiếc(*),375.902061,94.60039059951393,3316.291011,24.71210830479056,2024-11-29,2024-11,2024-10,0.4782962536951487
142,Phương tiện vận tải khác và PT,147.76367,15.913018822015019,1415.803926,36.78489686068656,2024-11-29,2024-11,2024-10,
143,TỔNG TRỊ GIÁ,33600.609501,13.55954622486874,312280.088703,16.849002318001396,2024-10-29,2024-10,2024-09,5.800523100434134
144,Khu vực kinh tế trong nước,12677.810226999998,18.60991488427159,113579.09487999999,18.80990570848111,2024-10-29,2024-10,2024-09,15.897685503750608
145,Khu vực có vốn đầu tư NN,20922.799274,10.70335469641168,198700.993823,15.756936197835785,2024-10-29,2024-10,2024-09,0.4954028569502924
146,Thủy sản,223.665834,12.71653630665142,2090.324653,-2.3636148587726495,2024-10-29,2024-10,2024-09,14.395075557009719
147,Sữa và sản phẩm sữa,96.393476,12.458869963629354,926.692756,-2.49271684241495,2024-10-29,2024-10,2024-09,11.847115716120584
148,Rau quả,211.765468,30.758468201381703,1870.533388,15.670560683533779,2024-10-29,2024-10,2024-09,-0.06871089710017486
149,Hạt điều,220.724862,11.38404321670275,2899.722663,-1.0553240909048043,2024-10-29,2024-10,2024-09,-9.258745917632808
150,Ngô,360.642101,10.843642448154213,2344.52981,-0.43882885038280506,2024-10-29,2024-10,2024-09,34.35468964260539
151,Thức ăn gia súc và NPL,403.717086,-10.367005203731111,4022.549757,-5.797711357279027,2024-10-29,2024-10,2024-09,39.03160707970912
152,Quặng và khoáng sản khác,257.49193,53.302545446773195,2383.226861,27.528803115341162,2024-10-29,2024-10,2024-09,46.42427925521696
153,Than đá,461.176985,-7.164960499145039,6626.715564,13.055041383068883,2024-10-29,2024-10,2024-09,4.641091699025779
154,Dầu thô,621.729897,-27.44201462920614,6998.789452,23.126358600117115,2024-10-29,2024-10,2024-09,-7.101199502075616
155,Xăng dầu,659.007645,-3.5080278844742168,6586.923829,-10.104764853764209,2024-10-29,2024-10,2024-09,50.725658089750425
156,Khí đốt hóa lỏng,184.148257,40.714781001599334,1723.347913,34.343813920357974,2024-10-29,2024-10,2024-09,35.36561695046143
157,Hóa chất,647.690449,-5.1093688593780655,6927.981153,8.95598123700303,2024-10-29,2024-10,2024-09,0.40464427918260526
158,Sản phẩm hoá chất,636.205913,-1.8190422845852652,6319.326706,1.1996831026020516,2024-10-29,2024-10,2024-09,6.9489221301309385
159,Tân dược,433.420542,49.96035338589516,3561.609236,26.91870246909636,2024-10-29,2024-10,2024-09,15.911196291907544
160,Phân bón,158.660284,12.021759605363272,1432.477261,27.141851968968524,2024-10-29,2024-10,2024-09,13.046599476237347
161,Chất dẻo,1006.868064,14.226872655482609,9495.006068,17.86180081805753,2024-10-29,2024-10,2024-09,7.498338540676812
162,Sản phẩm chất dẻo,749.729436,15.162267601853046,7194.199392,16.605400412226317,2024-10-29,2024-10,2024-09,2.996289225255012
163,Cao su,320.340698,64.25047113720089,2293.146161,30.11893292684192,2024-10-29,2024-10,2024-09,24.685742908024338
164,Gỗ và sản phẩm gỗ,235.914933,32.47236854092367,2265.9027,27.03313397209439,2024-10-29,2024-10,2024-09,0.6188821119814492
165,Giấy các loại,196.431361,18.824289619202574,1834.749102,13.23621481457468,2024-10-29,2024-10,2024-09,5.263686977769623
166,Bông,232.811247,7.478066958343192,2418.952231,2.7351892652509804,2024-10-29,2024-10,2024-09,6.875201112954116
167,Sợi dệt,237.466312,22.02881003787877,2239.60003,24.39441144083891,2024-10-29,2024-10,2024-09,8.878602168689838
168,Vải,1316.387571,17.622118455274844,12273.197064,14.699749051099872,2024-10-29,2024-10,2024-09,4.963292019144873
169,"Nguyên PL dệt, may, giày dép",631.906454,27.573676023266103,5885.395342,19.312232135651925,2024-10-29,2024-10,2024-09,-3.240725629081709
170,Thủy tinh và các SP từ thủy tinh,99.01234,-38.854720588393775,1273.073146,-6.000724807217821,2024-10-29,2024-10,2024-09,4.800787207734587
171,Phế liệu sắt thép,122.50032,8.219749052573917,1454.001091,7.6689515390713865,2024-10-29,2024-10,2024-09,7.518232718736158
172,Sắt thép,1508.877331,56.872645887927774,10477.325285,23.193874836818978,2024-10-29,2024-10,2024-09,41.73943004239416
173,Sản phẩm từ sắt thép,567.077173,16.35946640419654,5286.778484,21.64181038408934,2024-10-29,2024-10,2024-09,7.826767831932543
174,Kim loại thường khác,819.729289,24.674359607413137,7806.321955,24.908842566962818,2024-10-29,2024-10,2024-09,8.841172253357314
175,SP từ kim loại thường khác,259.98746,20.586063548952225,2595.738463,43.41990533412081,2024-10-29,2024-10,2024-09,1.7412476940016575
176,"Điện tử, máy tính và linh kiện",9409.212378,11.14296849148073,88253.416976,23.686254020877627,2024-10-29,2024-10,2024-09,-3.0746341606005103
177,Hàng điện gia dụng và linh kiện,159.756856,21.705398925291846,1860.353782,19.904224437183046,2024-10-29,2024-10,2024-09,7.260272199378903
178,Điện thoại và linh kiện,1071.250576,0.9760847869801665,8449.747065,18.76384627172321,2024-10-29,2024-10,2024-09,2.537575093143346
179,"Máy ảnh, máy quay phim và linh kiện",191.298594,-9.922393451452066,1834.503372,2.6424488099815022,2024-10-29,2024-10,2024-09,9.380860896026235
180,"Máy móc thiết bị, dụng cụ PT khác",4295.944755,20.029613748495052,39700.883889,16.95545082990975,2024-10-29,2024-10,2024-09,6.375213449494879
181,Dây điện và cáp điện,300.920507,34.0443022175956,2724.442869,30.903687947488947,2024-10-29,2024-10,2024-09,13.503674884622626
182,Ô tô,919.174493,41.980495790217844,6855.083204999999,18.358494894599815,2024-10-29,2024-10,2024-09,11.3120218745334
183,Trong đó: Nguyên chiếc(*),374.112694,46.740675795664,2936.772306,19.09095490542296,2024-10-29,2024-10,2024-09,-0.9699519808446695
184,TỔNG TRỊ GIÁ,31758.453093,11.062436240403215,278842.181313,17.326992911520733,2024-09-29,2024-09,2024-08,-3.9352660282945777
185,Khu vực kinh tế trong nước,10938.795000000002,8.36375901257567,100848.49518799997,18.772909331325224,2024-09-29,2024-09,2024-08,-8.870482090226503
186,Khu vực có vốn đầu tư NN,20819.658093,12.534918508729035,177993.686125,16.523275633144024,2024-09-29,2024-09,2024-08,-1.1217875675520474
187,Thủy sản,195.520509,-6.213576610486712,1869.277213,-3.7693049760636654,2024-09-29,2024-09,2024-08,-17.802627377187164
188,Sữa và sản phẩm sữa,86.183247,32.240783994735835,830.358244,-3.968045490385393,2024-09-29,2024-09,2024-08,-20.828821559177115
189,Rau quả,211.911074,21.770190916372513,1659.278652,14.026465006842884,2024-09-29,2024-09,2024-08,-3.830442952302306
190,Hạt điều,243.246431,-2.996837925679955,2673.27444,-2.1669096713624327,2024-09-29,2024-09,2024-08,-10.83379887387575
191,Ngô,268.425391,-14.909107557939421,1983.388575,-2.2721800248697974,2024-09-29,2024-09,2024-08,-5.628612163542016
192,Thức ăn gia súc và NPL,290.377918,-30.695510976343613,3619.176452,-5.24991045224445,2024-09-29,2024-09,2024-08,-36.02050307502147
193,Quặng và khoáng sản khác,175.853302,-4.0953410860545745,2128.735053,25.159917456985468,2024-09-29,2024-09,2024-08,-36.81626557431843
194,Than đá,440.722643,2.276655366237719,6164.512667,14.908278544893207,2024-09-29,2024-09,2024-08,-34.31651804101918
195,Dầu thô,669.255032,135.41057890429295,6395.670839,32.48795758790345,2024-09-29,2024-09,2024-08,-2.1572366690960934
196,Xăng dầu,437.223266,-43.99817889514524,5933.420841,-10.69998829378396,2024-09-29,2024-09,2024-08,-15.025138101971166
197,Khí đốt hóa lỏng,136.037689,15.934461009710859,1541.115256,33.78632419764725,2024-09-29,2024-09,2024-08,-35.070053247613274
198,Hóa chất,645.080169,-0.5612196090769572,6278.732575,10.61996839338903,2024-09-29,2024-09,2024-08,-11.719418718205802
199,Sản phẩm hoá chất,594.868934,-7.877592198257673,5672.079344,1.3519176052056565,2024-09-29,2024-09,2024-08,-8.584467724383572
200,Tân dược,373.924656,15.590641766850695,3125.983768,24.18546813165368,2024-09-29,2024-09,2024-08,6.720753367899434
201,Phân bón,140.349453,-10.065528363299464,1277.548154,29.69466327734176,2024-09-29,2024-09,2024-08,-8.225537480525958
202,Chất dẻo,936.635931,11.931461658138701,8472.705733,18.09328856779075,2024-09-29,2024-09,2024-08,-9.342450066665592
203,Sản phẩm chất dẻo,727.918881,10.344724866150429,6431.983945,16.549391945835424,2024-09-29,2024-09,2024-08,-5.255720386657728
204,Cao su,256.918466,36.600800534811384,1973.014935,25.885073434348556,2024-09-29,2024-09,2024-08,-10.036091703155762
205,Gỗ và sản phẩm gỗ,234.463878,23.62217440795679,2026.908894,26.238091135076473,2024-09-29,2024-09,2024-08,-13.193655623750203
206,Giấy các loại,186.608855,15.914495040321825,1635.746297,12.424568467944368,2024-09-29,2024-09,2024-08,-4.45990073824008
207,Bông,217.834675,-1.1403842539013738,2186.660135,2.2789304300761017,2024-09-29,2024-09,2024-08,-12.971218993640804
208,Sợi dệt,218.101911,15.460432556729756,2003.077868,24.739881872150193,2024-09-29,2024-09,2024-08,-16.946608850842765
209,Vải,1254.140896,13.975386566917308,10949.021356,14.27710177846204,2024-09-29,2024-09,2024-08,1.6575032750222078
210,"Nguyên PL dệt, may, giày dép",653.070683,26.170602777584165,5247.555224,18.256335069372682,2024-09-29,2024-09,2024-08,9.36829456933286
211,Thủy tinh và các SP từ thủy tinh,94.476714,-36.745923741251495,1173.941686,-1.5491464522683884,2024-09-29,2024-09,2024-08,-13.317323332647561
212,Phế liệu sắt thép,113.934462,10.143209372987272,1335.339482,7.92882250215969,2024-09-29,2024-09,2024-08,-29.475517279421695
213,Sắt thép,1064.543106,6.474250139297837,8972.197794,18.94896789158831,2024-09-29,2024-09,2024-08,4.415567000298154
214,Sản phẩm từ sắt thép,525.915025,14.597222524650164,4718.326746,22.273319676067743,2024-09-29,2024-09,2024-08,-2.5905969453676505
215,Kim loại thường khác,753.14265,15.307154111469771,6993.615349,25.061993903137108,2024-09-29,2024-09,2024-08,-7.4994975951034775
216,SP từ kim loại thường khác,255.537912,28.497918265423863,2335.491365,46.49155817933021,2024-09-29,2024-09,2024-08,-9.29082169211756
217,"Điện tử, máy tính và linh kiện",9707.688278,13.113602004445951,79115.830933,25.806769216894864,2024-09-29,2024-09,2024-08,2.557439589772642
218,Hàng điện gia dụng và linh kiện,148.943176,25.2027332752524,1698.593197,19.59667385968507,2024-09-29,2024-09,2024-08,6.156793833269944
219,Điện thoại và linh kiện,1044.739526,10.087721621081329,7377.049779,21.857130303906658,2024-09-29,2024-09,2024-08,14.934109591845356
220,"Máy ảnh, máy quay phim và linh kiện",174.8922,-15.947309271433426,1642.922864,4.318877364324607,2024-09-29,2024-09,2024-08,-4.3807734630455
221,"Máy móc thiết bị, dụng cụ PT khác",4038.482853,12.62312831299657,35418.975677,16.639343405578842,2024-09-29,2024-09,2024-08,-9.907857479057043
222,Dây điện và cáp điện,265.119616,13.298258314958716,2421.320871,30.405403595732906,2024-09-29,2024-09,2024-08,-15.485825139778669
223,Ô tô,825.7638999999999,65.43911739208693,5935.908712,15.385794890860012,2024-09-29,2024-09,2024-08,14.912545392091857
224,Trong đó: Nguyên chiếc(*),377.776949,117.54239898341035,2565.802192,16.044886480136554,2024-09-29,2024-09,2024-08,26.420438614733087
225,TỔNG TRỊ GIÁ,33059.429595,12.377029233763153,246018,17.674072624830245,2024-08-29,2024-08,2024-07,-2.191036701183421
226,Khu vực kinh tế trong nước,12003.569481000002,13.22244986688041,89577.77254899999,19.733724175313313,2024-08-29,2024-08,2024-07,-1.6100862213114624
227,Khu vực có vốn đầu tư NN,21055.860114,11.900696411085491,156440.227451,16.52630738806677,2024-08-29,2024-08,2024-07,-2.5191661388888917
228,Thủy sản,237.867103,-0.01243901265631564,1675.937347,-3.3496841235702135,2024-08-29,2024-08,2024-07,8.12141045454544
229,Sữa và sản phẩm sữa,108.856845,20.255395794282038,744.427041,-6.888102772068123,2024-08-29,2024-08,2024-07,-1.039231818181804
230,Rau quả,220.351513,12.010558901350649,1447.479024,12.983287983278814,2024-08-29,2024-08,2024-07,2.489075813953505
231,Hạt điều,272.80116,-21.54868946291397,2418.758248,-2.5371612529109626,2024-08-29,2024-08,2024-07,-31.891665734572555
232,Ngô,284.435142,-8.313886690526033,1714.975829,0.05429004791520242,2024-08-29,2024-08,2024-07,-8.6945424347563
233,Thức ăn gia súc và NPL,453.860896,-17.300349377910933,3367.7949280000003,-0.968152478448431,2024-08-29,2024-08,2024-07,13.465224000000006
234,Quặng và khoáng sản khác,278.320526,18.685909298337293,1965.909344,29.553526841949946,2024-08-29,2024-08,2024-07,-17.12939822219886
235,Than đá,670.979415,12.828127355291102,5706.76727,15.666484443616142,2024-08-29,2024-08,2024-07,-17.97463020756841
236,Dầu thô,684.010763,122.9458107638747,5753.640698,26.646605130210048,2024-08-29,2024-08,2024-07,-9.559235503403386
237,Xăng dầu,514.532482,-47.04753317677876,5508.804999,-6.051396752457933,2024-08-29,2024-08,2024-07,-25.736012792241482
238,Khí đốt hóa lỏng,209.514555,70.86305447356375,1402.8962,35.60019965344577,2024-08-29,2024-08,2024-07,9.676717951794018
239,Hóa chất,730.715815,15.038045628935876,5622.440008,11.839772073375812,2024-08-29,2024-08,2024-07,-2.571224666666666
240,Sản phẩm hoá chất,650.730701,-3.1501351643014885,5055.935114,2.126015163444393,2024-08-29,2024-08,2024-07,-13.235906533333335
241,Tân dược,350.376702,18.958752434907893,2743.597694,25.067176266636793,2024-08-29,2024-08,2024-07,-22.13851066666666
242,Phân bón,152.928657,-3.7213392190354,1133.393841,36.720586250444256,2024-08-29,2024-08,2024-07,8.56639745646433
243,Chất dẻo,1033.158222,16.331870770977048,7490.778675,18.192229664142644,2024-08-29,2024-08,2024-07,6.439950308725088
244,Sản phẩm chất dẻo,768.298502,11.535227078688749,5685.857651,17.017046991489735,2024-08-29,2024-08,2024-07,-3.962687250000002
245,Cao su,285.579485,35.319576178398904,1714.2764659999998,24.291862334026845,2024-08-29,2024-08,2024-07,8.302850653299345
246,Gỗ và sản phẩm gỗ,270.099933,45.79176526235318,1792.180238,26.569782261104066,2024-08-29,2024-08,2024-07,3.884589615384627
247,Giấy các loại,195.31993,21.008613224191762,1450.3611420000002,12.08494469192793,2024-08-29,2024-08,2024-07,-11.88283006957181
